Number,Type,Short_Description,Description,Caller_ID,Assignment_Group,Priority,Status,Domain,Opened_At,Resolved_At,Work_Notes,Remarks
INC0000100,Incident,Power supply unit failure,Redundant PSU failed on rack server R03-U14. Single PSU running. Replacement parts ordered.,raj.kumar,L3-Application Support,P3 - Medium,On Hold,Application Services,2024-08-20 12:26,,User confirmed resolution. Ticket closing.,
INC0000101,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,priya.nair,L2-Storage Team,P3 - Medium,Closed,Cloud & Virtualisation,2024-02-19 23:47,2024-02-21 23:47,Change request raised for permanent resolution.,Resolved by L2-Server Team
RITM0000102,Service Request,DNS resolution failure,Internal DNS servers not resolving corporate domain names. Secondary DNS unreachable. Impact to all office users.,linda.wu,L2-Network Team,P3 - Medium,Resolved,Database Services,2024-01-27 09:38,2024-01-29 01:38,User confirmed resolution. Ticket closing.,
INC0000103,Incident,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,ahmed.ali,L2-Middleware Team,P4 - Low,Resolved,Cloud & Virtualisation,2024-10-11 11:07,2024-10-12 23:07,Patch applied successfully during maintenance window.,
INC0000104,Incident,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,mike.patel,L2-Network Team,P3 - Medium,Closed,Cloud & Virtualisation,2024-05-19 22:48,2024-05-21 14:48,Monitoring in place. No recurrence in past 2 hours.,Resolved by L2-Server Team
INC0000105,Incident,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,raj.kumar,L3-Application Support,P2 - High,Resolved,Cloud & Virtualisation,2024-09-28 06:24,2024-09-30 12:24,Awaiting business approval before proceeding.,
INC0000106,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,anna.brown,L2-Middleware Team,P3 - Medium,On Hold,Security Operations,2024-11-12 01:43,,Monitoring in place. No recurrence in past 2 hours.,
INC0000107,Incident,RAID controller degraded,RAID-5 array reporting one failed disk. Hot spare kicked in. Replacement disk required urgently.,linda.wu,L3-Infrastructure,P3 - Medium,Resolved,Cloud & Virtualisation,2024-08-08 03:18,2024-08-10 18:18,Investigated the issue. Root cause identified. Fix applied.,
CHG0000108,Change Request,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,carlos.garcia,L2-Network Team,P3 - Medium,In Progress,Application Services,2024-03-11 08:18,,Monitoring in place. No recurrence in past 2 hours.,
INC0000109,Incident,Apache Kafka consumer lag spike,"Consumer group order-service showing lag of 500,000 messages. Partition rebalancing in progress.",john.smith,L3-Cloud Team,P1 - Critical,Closed,IT Infrastructure,2024-12-08 11:04,2024-12-10 14:04,Change request raised for permanent resolution.,Resolved by L2-Middleware Team
RITM0000110,Service Request,UPS battery needs replacement,UPS in DC-Row-4 reporting battery fault. Runtime on battery reduced to 2 minutes. Replacement scheduled.,priya.nair,L3-Cloud Team,P3 - Medium,New,Database Services,2024-08-01 09:07,,Change request raised for permanent resolution.,
INC0000111,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,emily.chen,L2-Database Admin,P3 - Medium,Resolved,Network Services,2024-10-28 12:33,2024-10-28 23:33,Vendor engaged. Awaiting response.,
INC0000112,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,linda.wu,L2-Network Team,P2 - High,In Progress,Cloud & Virtualisation,2024-04-09 11:22,,Vendor engaged. Awaiting response.,
INC0000113,Incident,Oracle database tablespace almost full,APP_DATA tablespace at 97% on ORCL-PROD. Auto-extend disabled. DBA action required immediately.,tom.wilson,L2-Middleware Team,P4 - Low,Closed,Network Services,2024-11-17 15:29,2024-11-20 01:29,Change request raised for permanent resolution.,Resolved by L2-Network Team
INC0000114,Incident,UPS battery needs replacement,UPS in DC-Row-4 reporting battery fault. Runtime on battery reduced to 2 minutes. Replacement scheduled.,anna.brown,L3-Cloud Team,P2 - High,Resolved,IT Infrastructure,2024-06-04 08:37,2024-06-04 16:37,Investigated the issue. Root cause identified. Fix applied.,
INC0000115,Incident,VPN tunnel down – remote site,Site-to-site VPN between HQ and Branch-04 is down. Remote users cannot access internal resources.,jessica.lee,L1-Service Desk,P3 - Medium,Resolved,Security Operations,2024-02-16 19:38,2024-02-19 12:38,Awaiting business approval before proceeding.,
RITM0000116,Service Request,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,emily.chen,L2-Server Team,P4 - Low,In Progress,Cloud & Virtualisation,2024-09-13 04:03,,Vendor engaged. Awaiting response.,
CHG0000117,Change Request,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,carlos.garcia,L3-Infrastructure,P4 - Low,Resolved,Network Services,2024-09-25 16:39,2024-09-26 13:39,Awaiting business approval before proceeding.,
INC0000118,Incident,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,tom.wilson,L2-Middleware Team,P3 - Medium,On Hold,Application Services,2024-02-18 17:43,,Change request raised for permanent resolution.,
CHG0000119,Change Request,CPU spike causing application slowness,End users are reporting slow response times. CPU utilisation on web-server-03 is at 98%. Suspected runaway process.,sarah.jones,L2-Security Team,P3 - Medium,In Progress,Cloud & Virtualisation,2024-06-07 20:44,,Monitoring in place. No recurrence in past 2 hours.,
RITM0000120,Service Request,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,ahmed.ali,L3-Application Support,P3 - Medium,In Progress,IT Infrastructure,2024-12-09 22:53,,Change request raised for permanent resolution.,
INC0000121,Incident,Storage pool capacity exceeded,NetApp SAN volume group at 94%. LUN expansion required. Storage team notified.,sarah.jones,L2-Storage Team,P3 - Medium,In Progress,Cloud & Virtualisation,2024-09-05 06:14,,Patch applied successfully during maintenance window.,
RITM0000122,Service Request,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,jessica.lee,L2-Middleware Team,P2 - High,In Progress,Application Services,2024-11-12 04:38,,User confirmed resolution. Ticket closing.,
RITM0000123,Service Request,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,linda.wu,L2-Storage Team,P4 - Low,Closed,Application Services,2024-05-01 14:39,2024-05-03 03:39,Issue resolved after server restart.,Resolved by L3-Cloud Team
INC0000124,Incident,Windows Server update causing blue screen,"After Windows Update KB5034441 applied, server rebooted into BSOD. Update rolled back. Systems restored.",carlos.garcia,L2-Network Team,P3 - Medium,Closed,Application Services,2024-10-19 14:29,2024-10-21 03:29,Awaiting business approval before proceeding.,Resolved by L2-Network Team
RITM0000125,Service Request,Linux server kernel panic,Server LNX-PROD-04 crashed with kernel panic – not syncing. vmcore dump captured. Analysis pending.,sarah.jones,L2-Security Team,P3 - Medium,Closed,IT Infrastructure,2024-07-09 17:59,2024-07-10 07:59,Vendor engaged. Awaiting response.,Resolved by L2-Security Team
INC0000126,Incident,NIC port failure on host,NIC-01 on VMware host ESXI-07 shows link down. Bonded interface in degraded state. NIC replacement required.,john.smith,L3-Infrastructure,P4 - Low,Closed,IT Infrastructure,2024-08-11 02:58,2024-08-12 07:58,Monitoring in place. No recurrence in past 2 hours.,Resolved by L2-Storage Team
CHG0000127,Change Request,DNS resolution failure,Internal DNS servers not resolving corporate domain names. Secondary DNS unreachable. Impact to all office users.,tom.wilson,L3-Application Support,P4 - Low,Closed,Application Services,2024-07-10 07:01,2024-07-12 00:01,Vendor engaged. Awaiting response.,Resolved by L1-Service Desk
RITM0000128,Service Request,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",john.smith,L2-Security Team,P4 - Low,Resolved,Application Services,2024-03-12 22:30,2024-03-15 08:30,Vendor engaged. Awaiting response.,
INC0000129,Incident,Tomcat connector timeout,Tomcat connector maxThreads=200 reached. New connections queuing. Response time > 30s.,tom.wilson,L2-Middleware Team,P2 - High,In Progress,Security Operations,2024-02-26 09:15,,Escalated to L3 team for further analysis.,
INC0000130,Incident,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,john.smith,L2-Middleware Team,P3 - Medium,Closed,Network Services,2024-01-09 20:32,2024-01-11 03:32,Temporary workaround applied. Permanent fix pending.,Resolved by L2-Middleware Team
INC0000131,Incident,Network connectivity loss to production subnet,Servers in 10.20.30.0/24 are unreachable from management network. Switch port flapping detected on core-sw-02.,ahmed.ali,L1-Service Desk,P4 - Low,Resolved,Security Operations,2024-07-03 02:33,2024-07-06 00:33,User confirmed resolution. Ticket closing.,
CHG0000132,Change Request,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,jessica.lee,L2-Server Team,P3 - Medium,Closed,Cloud & Virtualisation,2024-05-09 23:01,2024-05-11 21:01,Change request raised for permanent resolution.,Resolved by L2-Network Team
INC0000133,Incident,CPU overload on middleware node,Middleware server CPU load average is 24 on an 8-core machine. Service is unresponsive.,mike.patel,L2-Network Team,P3 - Medium,Closed,IT Infrastructure,2024-11-25 05:53,2024-11-27 17:53,User confirmed resolution. Ticket closing.,Resolved by L1-Service Desk
RITM0000134,Service Request,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,ahmed.ali,L3-Cloud Team,P4 - Low,Resolved,Network Services,2024-01-22 10:59,2024-01-24 02:59,Investigated the issue. Root cause identified. Fix applied.,
INC0000135,Incident,Slow SQL queries degrading performance,30 slow queries identified in AWR report. Missing indexes on orders_fact table. Execution plan changed after stats gather.,carlos.garcia,L3-Cloud Team,P3 - Medium,In Progress,Security Operations,2024-01-25 20:21,,Change request raised for permanent resolution.,
RITM0000136,Service Request,Monitoring dashboard not loading,Grafana dashboard times out for the Network Overview panel. InfluxDB query taking > 60s. Optimisation needed.,priya.nair,L2-Network Team,P2 - High,Closed,Cloud & Virtualisation,2024-07-07 16:17,2024-07-08 03:17,Issue resolved after server restart.,Resolved by L3-Application Support
RITM0000137,Service Request,CPU threshold breach – DB server,Splunk alert: DB-PROD-02 CPU at 92%. Slow queries detected. DBA team needs to review.,anna.brown,L1-Service Desk,P3 - Medium,In Progress,Database Services,2024-06-05 14:38,,Change request raised for permanent resolution.,
INC0000138,Incident,Batch job not completing,Nightly EOD batch job stuck since 02:00 AM. Investigating deadlock in job scheduler. Data processing delayed.,tom.wilson,L2-Network Team,P4 - Low,Resolved,IT Infrastructure,2024-01-30 02:42,2024-02-01 06:42,Vendor engaged. Awaiting response.,
INC0000139,Incident,Scheduled OS patching request,Monthly OS patching cycle for 45 Linux servers. Patch Tuesday schedule. Reboot required for kernel updates.,john.smith,L2-Middleware Team,P4 - Low,Resolved,Application Services,2024-02-04 07:49,2024-02-06 06:49,User confirmed resolution. Ticket closing.,
INC0000140,Incident,SolarWinds node unreachable alert,SolarWinds showing node ROUTER-CORE-01 as unreachable. SNMP polling failing. Network team to investigate.,raj.kumar,L2-Database Admin,P3 - Medium,Resolved,IT Infrastructure,2024-02-09 18:08,2024-02-12 14:08,Investigated the issue. Root cause identified. Fix applied.,
INC0000141,Incident,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,priya.nair,L2-Security Team,P2 - High,Closed,Database Services,2024-10-14 03:16,2024-10-15 13:16,User confirmed resolution. Ticket closing.,Resolved by L2-Database Admin
INC0000142,Incident,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,ahmed.ali,L2-Storage Team,P3 - Medium,Closed,Network Services,2024-08-15 02:51,2024-08-16 19:51,Issue resolved after server restart.,Resolved by L2-Network Team
RITM0000143,Service Request,Slow SQL queries degrading performance,30 slow queries identified in AWR report. Missing indexes on orders_fact table. Execution plan changed after stats gather.,anna.brown,L1-Service Desk,P2 - High,Closed,Network Services,2024-09-17 07:07,2024-09-18 09:07,Patch applied successfully during maintenance window.,Resolved by L2-Middleware Team
